"","X","match_id","match_round","league_name","match_time_utc","home_team","away_team","pos_team","def_team","event_type","player_name","shot_type","situation","min","expected_goals","expected_goals_on_target","min_added","x","y","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","season_year","period","is_own_goal","on_goal_shot_x","on_goal_shot_y","on_goal_shot_zoom_ratio","is_saved_off_line"
"6024",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","Miss","Keane Lewis-Potter","RightFoot","RegularPlay",45,0.0276606883853674,NA,3,81.6966019424,31.4075,FALSE,FALSE,NA,NA,41.141904762,0.6228421022,"2023/2024","FirstHalf",FALSE,-2.22044604925031e-16,0.0872095222431364,0.529270569402197,FALSE
"6025",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Wolverhampton Wanderers","Brentford","Miss","Pablo Sarabia","RightFoot","RegularPlay",49,0.143506899476051,NA,NA,101.5862068968,39.881190477,FALSE,FALSE,NA,NA,41.141904762,5.3059310432,"2023/2024","SecondHalf",FALSE,0.0884077622344237,0.677248677248677,0.48247894274481,FALSE
"6026",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","AttemptSaved","Mikkel Damsgaard","RightFoot","RegularPlay",50,0.0710439383983612,0.033,NA,92.2,24.7699363108,FALSE,TRUE,103.577586207,33.16125,33.00875,0.770526312,"2023/2024","SecondHalf",FALSE,1.26223544973545,0.20384293968254,1,FALSE
"6027",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","Miss","Joshua Dasilva","RightFoot","RegularPlay",52,0.0270653646439314,NA,NA,98.4385964909,20.145732487,FALSE,FALSE,NA,NA,24.955625,1.5153684136,"2023/2024","SecondHalf",FALSE,2,0.167548162653583,0.417939326929721,FALSE
"6028",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","Miss","Myles Peart-Harris","RightFoot","RegularPlay",53,0.0120504070073366,NA,NA,95.5438596479,10.6259715702,FALSE,FALSE,NA,NA,20.6361783471,0.4430526294,"2023/2024","SecondHalf",FALSE,2,0.033153138444036,0.282853221045473,FALSE
"6029",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","AttemptSaved","Keane Lewis-Potter","RightFoot","FreeKick",59,0.133030831813812,NA,NA,83.723786408,34.4575,TRUE,TRUE,92.8,33.16125,31.33125,1.219999994,"2023/2024","SecondHalf",FALSE,1.70601851851852,0.322751321164021,1,FALSE
"6030",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Wolverhampton Wanderers","Brentford","Goal","Thomas Doyle","LeftFoot","FromCorner",64,0.0341416075825691,0.248,NA,82.1470873792,36.8975,FALSE,TRUE,NA,NA,31.865,1.7850526228,"2023/2024","SecondHalf",FALSE,1.56481481481482,0.472236143597884,1,FALSE
"6031",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Wolverhampton Wanderers","Brentford","AttemptSaved","Thomas Doyle","RightFoot","FromCorner",68,0.0115138133987784,NA,NA,79.5567961176,26.858095238,TRUE,TRUE,92.4,30.328,31.63625,1.4254736772,"2023/2024","SecondHalf",FALSE,1.62533068783069,0.377109438412698,1,FALSE
"6032",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Wolverhampton Wanderers","Brentford","Miss","Max Kilman","LeftFoot","RegularPlay",73,0.0654820427298546,NA,NA,91.7,25.7071875,FALSE,FALSE,NA,NA,41.057857143,0.9824210478,"2023/2024","SecondHalf",FALSE,0,0.139195371611392,0.535573322527364,FALSE
"6033",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Wolverhampton Wanderers","Brentford","Miss","Matt Doherty","Header","FromCorner",77,0.111538894474506,NA,NA,98.1491228066,30.72125,FALSE,FALSE,NA,NA,25.1290625,0.5329473658,"2023/2024","SecondHalf",FALSE,2,0.0600779078648678,0.426110543558671,FALSE
"6034",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","AttemptSaved","Yegor Yarmolyuk","LeftFoot","RegularPlay",78,0.0460678488016129,NA,NA,90.4,25.186875,TRUE,TRUE,93.5,26.6321875,33.695,1.219999994,"2023/2024","SecondHalf",FALSE,1.08068783068783,0.322751321164021,1,FALSE
"6035",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","Miss","Shandon Baptiste","LeftFoot","RegularPlay",85,0.186384201049805,NA,NA,91.8,38.78857143,FALSE,FALSE,98.0526315785,33.16125,25.1290625,0.802631575,"2023/2024","SecondHalf",FALSE,2,0.0904787769049213,0.426110543558671,FALSE
"6036",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Brentford","Wolverhampton Wanderers","Miss","Myles Peart-Harris","RightFoot","RegularPlay",85,0.302797228097916,NA,NA,97.1842105256,33.00875,FALSE,FALSE,NA,NA,40.301428572,1.4254736772,"2023/2024","SecondHalf",FALSE,-2.22044604925031e-16,0.226214367252214,0.599863976368184,FALSE
"6037",NA,4374893,"3","FA Cup","05.01.2024 19:15:00","Brentford","Wolverhampton Wanderers","Wolverhampton Wanderers","Brentford","Miss","Pedro Neto","LeftFoot","RegularPlay",90,0.0352033637464046,NA,2,84.6247572816,24.1393630621,FALSE,FALSE,NA,NA,37.94809524,5.1842758704,"2023/2024","SecondHalf",FALSE,0.484239969904322,0.677248677248677,0.493800882514086,FALSE
"6038",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Raheem Sterling","LeftFoot","FastBreak",17,0.177464619278908,0.2402,NA,95.2543859636,25.649375,FALSE,TRUE,104.1465517242,33.31375,35.0675,2.0290526216,"2023/2024","FirstHalf",FALSE,0.717592592592592,0.536786407830688,1,FALSE
"6039",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Preston North End","Chelsea","AttemptSaved","Will Keane","RightFoot","RegularPlay",18,0.0773850008845329,0.1022,NA,84.85,28.454999999,FALSE,TRUE,103.9568965518,32.24625,35.44875,0.160526315,"2023/2024","FirstHalf",FALSE,0.616732804232803,0.0424672791005291,1,FALSE
"6040",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Raheem Sterling","RightFoot","RegularPlay",20,0.0824341177940369,0.2521,NA,91.2,25.53375,FALSE,TRUE,104.051724138,33.00875,31.865,1.990526306,"2023/2024","FirstHalf",FALSE,1.56481481481482,0.526594260846561,1,FALSE
"6041",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Miss","Cole Palmer","LeftFoot","RegularPlay",22,0.557024419307709,NA,NA,95.0614035074,36.745,FALSE,FALSE,NA,NA,40.46952381,0.8925263114,"2023/2024","FirstHalf",FALSE,1.11022302462516e-16,0.137958578963789,0.584277933123489,FALSE
"6042",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Preston North End","Chelsea","AttemptSaved","Milutin Osmajic","RightFoot","RegularPlay",27,0.0306739211082458,0.1089,NA,97.4736842099,17.5533757979,FALSE,TRUE,104.1465517242,31.56,35.14375,0.0834736838,"2023/2024","FirstHalf",FALSE,0.697420634920634,0.0220829851322751,1,FALSE
"6043",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Enzo Fern�ndez","Header","RegularPlay",28,0.309493362903595,0.7798,NA,101.681034483,32.17,FALSE,TRUE,104.7155172414,33.31375,33.46625,1.380526309,"2023/2024","FirstHalf",FALSE,1.14120370370371,0.36521860026455,1,FALSE
"6044",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Armando Broja","RightFoot","RegularPlay",30,0.132121339440346,NA,NA,94.5789473669,25.8228125,TRUE,TRUE,96.9912280694,27.53047619,33.39,1.219999994,"2023/2024","FirstHalf",FALSE,1.16137566137566,0.322751321164021,1,FALSE
"6045",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Preston North End","Chelsea","Miss","Alan Browne","RightFoot","RegularPlay",49,0.0296827293932438,NA,NA,78.655825244,42.9865625,FALSE,FALSE,NA,NA,29.127380951,4.4630344888,"2023/2024","SecondHalf",FALSE,1.73940159188849,0.677248677248677,0.573600765672846,FALSE
"6046",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Enzo Fern�ndez","LeftFoot","RegularPlay",52,0.0485906191170216,NA,NA,91.2,45.752356684,TRUE,TRUE,94.4824561388,43.3701910778,35.83,1.219999994,"2023/2024","SecondHalf",FALSE,0.515873015873016,0.322751321164021,1,FALSE
"6047",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Miss","Axel Disasi","RightFoot","FromCorner",53,0.0208704564720392,NA,NA,90.7,22.247643316,FALSE,FALSE,NA,NA,37.72,6.8787586344,"2023/2024","SecondHalf",FALSE,0.633747131820271,0.677248677248677,0.372160172505209,FALSE
"6048",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Goal","Armando Broja","Header","RegularPlay",58,0.109780564904213,0.4731,NA,97.1842105256,39.292857144,FALSE,TRUE,NA,NA,30.87375,1.059473679,"2023/2024","SecondHalf",FALSE,1.82705026455026,0.280284042063492,1,FALSE
"6049",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Post","Armando Broja","Header","RegularPlay",60,0.214338257908821,NA,NA,99.9741379314,37.744,FALSE,FALSE,NA,NA,31.56,2.458,"2023/2024","SecondHalf",FALSE,1.64550264550265,0.65026455026455,1,FALSE
"6050",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Goal","Thiago Silva","Header","FromCorner",66,0.173218131065369,0.2323,NA,100.6379310348,30.304,FALSE,TRUE,NA,NA,32.24625,1.829999991,"2023/2024","SecondHalf",FALSE,1.46395502645503,0.484126981746032,1,FALSE
"6051",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Goal","Raheem Sterling","RightFoot","FreeKick",69,0.0925860926508904,0.4217,NA,81.5839805832,39.292857144,FALSE,TRUE,NA,NA,36.97375,1.6245263078,"2023/2024","SecondHalf",FALSE,0.21329365079365,0.429768864497354,1,FALSE
"6052",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Armando Broja","LeftFoot","RegularPlay",71,0.275040566921234,NA,NA,100.1637931038,44.9816560467,FALSE,TRUE,105,37.43125,37.43125,1.219999994,"2023/2024","SecondHalf",FALSE,0.0922619047619033,0.322751321164021,1,TRUE
"6053",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Raheem Sterling","RightFoot","RegularPlay",71,0.0184941813349724,NA,NA,84.286893204,50.2364331192,TRUE,TRUE,93.6,43.5103184664,34.83875,1.219999994,"2023/2024","SecondHalf",FALSE,0.778108465608464,0.322751321164021,1,FALSE
"6054",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Preston North End","Chelsea","AttemptSaved","Emil Riis Jakobsen","LeftFoot","FromCorner",74,0.215793013572693,NA,NA,100.732758621,36.8975,TRUE,TRUE,101.3965517244,37.696,35.90625,1.219999994,"2023/2024","SecondHalf",FALSE,0.495701058201058,0.322751321164021,1,FALSE
"6055",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Miss","Noni Madueke","RightFoot","FromCorner",77,0.0214361269026995,NA,NA,76.8538834968,40.805714286,FALSE,FALSE,97.7631578942,27.950714285,27.53047619,1.7850526228,"2023/2024","SecondHalf",FALSE,2,0.275917157927579,0.584277933123489,FALSE
"6056",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Miss","Deivid de Souza","Header","FromCorner",77,0.0746090933680534,NA,NA,96.7017543851,30.22,FALSE,FALSE,NA,NA,25.9384375,2.551,"2023/2024","SecondHalf",FALSE,2,0.316439896111951,0.468891731596698,FALSE
"6057",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Miss","Noni Madueke","LeftFoot","RegularPlay",79,0.0263792909681797,NA,NA,82.1470873792,25.880625,FALSE,FALSE,NA,NA,37.5075,4.8280000072,"2023/2024","SecondHalf",FALSE,0.507984728271079,0.677248677248677,0.530240264329385,FALSE
"6058",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Malo Gusto","RightFoot","RegularPlay",81,0.037300955504179,0.0199,NA,87.3191176468,23.4387261191,FALSE,TRUE,103.9568965518,33.31375,34.4575,0.7319999964,"2023/2024","SecondHalf",FALSE,0.878968253968253,0.193650792698413,1,FALSE
"6059",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Conor Gallagher","LeftFoot","RegularPlay",82,0.02628118917346,NA,NA,80.908252428,26.574375,TRUE,TRUE,91.4,29.799761903,33.46625,1.219999994,"2023/2024","SecondHalf",FALSE,1.14120370370371,0.322751321164021,1,FALSE
"6060",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Goal","Enzo Fern�ndez","RightFoot","RegularPlay",85,0.781688570976257,0.9164,NA,102.0603448278,37.58375,FALSE,TRUE,NA,NA,35.14375,1.4639999928,"2023/2024","SecondHalf",FALSE,0.697420634920634,0.387301585396825,1,FALSE
"6061",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Noni Madueke","LeftFoot","RegularPlay",90,0.0471434742212296,0.2125,2,98.7280701752,20.84636943,FALSE,TRUE,104.4310344828,31.56,31.02625,0.1219999994,"2023/2024","SecondHalf",FALSE,1.78670634920635,0.0322751321164021,1,FALSE
"6062",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Michael Golding","RightFoot","RegularPlay",90,0.304145216941833,0.234,2,98.2456140347,30.72125,FALSE,TRUE,104.1465517242,33.46625,32.3225,0.0385263156,"2023/2024","SecondHalf",FALSE,1.44378306878307,0.010192146984127,1,FALSE
"6063",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Noni Madueke","LeftFoot","RegularPlay",90,0.251563042402267,NA,6,95.4473684198,34.22875,TRUE,TRUE,99.1140350876,33.8475,33.2375,1.219999994,"2023/2024","SecondHalf",FALSE,1.20171957671958,0.322751321164021,1,FALSE
"6064",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","AttemptSaved","Deivid de Souza","RightFoot","RegularPlay",90,0.261346340179443,0.4067,6,101.3965517244,40.301428572,FALSE,TRUE,103.577586207,37.708,34.915,1.0145263108,"2023/2024","SecondHalf",FALSE,0.757936507936506,0.268393203915344,1,FALSE
"6065",NA,4374890,"3","FA Cup","06.01.2024 17:30:00","Chelsea","Preston North End","Chelsea","Preston North End","Miss","Raheem Sterling","LeftFoot","RegularPlay",90,0.0430361814796925,NA,8,98.2456140347,44.7014012695,FALSE,FALSE,NA,NA,39.208809525,0.9824210478,"2023/2024","SecondHalf",FALSE,0,0.188607597011334,0.725693650700349,FALSE
"6066",NA,4374883,"3","FA Cup","04.01.2024 20:00:00","Crystal Palace","Everton","Crystal Palace","Everton","Miss","Jeffrey Schlupp","LeftFoot","RegularPlay",3,0.0332528427243233,NA,NA,84.9573529404,44.7014012695,FALSE,FALSE,102.629310345,30.95,25.3025,1.2456842044,"2023/2024","FirstHalf",FALSE,2,0.14322324856568,0.434607645875252,FALSE
"6067",NA,4374883,"3","FA Cup","04.01.2024 20:00:00","Crystal Palace","Everton","Everton","Crystal Palace","AttemptSaved","Arnaut Danjuma","LeftFoot","RegularPlay",17,0.0685224384069443,NA,NA,97.3771929818,46.452993627,TRUE,TRUE,99.1140350876,44.0007643265,36.05875,1.219999994,"2023/2024","FirstHalf",FALSE,0.455357142857142,0.322751321164021,1,FALSE
"6068",NA,4374883,"3","FA Cup","04.01.2024 20:00:00","Crystal Palace","Everton","Everton","Crystal Palace","AttemptSaved","Arnaut Danjuma","LeftFoot","RegularPlay",20,0.221594572067261,0.5426,NA,97.0877192975,43.7205095493,FALSE,TRUE,103.103448276,37.05,34.38125,2.1125263054,"2023/2024","FirstHalf",FALSE,0.899140211640211,0.558869392962963,1,FALSE
"6069",NA,4374883,"3","FA Cup","04.01.2024 20:00:00","Crystal Palace","Everton","Crystal Palace","Everton","Miss","Eberechi Eze","RightFoot","FreeKick",25,0.14911775290966,NA,NA,86.5676470584,33.00875,FALSE,FALSE,NA,NA,37.12625,6.1488275976,"2023/2024","FirstHalf",FALSE,0.655666280499541,0.677248677248677,0.416339531295237,FALSE
"6070",NA,4374883,"3","FA Cup","04.01.2024 20:00:00","Crystal Palace","Everton","Everton","Crystal Palace","Miss","Dominic Calvert-Lewin","Header","RegularPlay",36,0.0376282818615437,NA,NA,96.1228070165,38.536428573,FALSE,FALSE,NA,NA,40.46952381,0.8925263114,"2023/2024","FirstHalf",FALSE,1.11022302462516e-16,0.137958578963789,0.584277933123489,FALSE
